event_id,train_id,station_id,station_order,event_time,schedule_time,delay,lambda,delay_type,date
56,91,90,2,26220059.0,26220048.0,11.0,0.0242271373840956,tri_delay,2019-11-08
57,43,46,5,26220059.0,26220057.0,2.0,0.007492758704476456,ini_delay,2019-11-08
58,3,37,5,26220060.0,26220024.0,36.0,0.03920249227188578,tri_delay,2019-11-08
59,88,77,2,26220060.0,26220057.0,3.0,0.01046682873032655,tri_delay,2019-11-08
60,53,1,4,26220063.0,26220031.0,32.0,0.04967405992295098,tri_delay,2019-11-08
61,29,39,2,26220063.0,26219973.0,90.0,0.007500011023954804,ini_delay,2019-11-08
62,20,35,5,26220066.0,26220043.0,23.0,0.0031924015160666426,ini_delay,2019-11-08
63,7,99,7,26220066.0,26220062.0,4.0,0.03604582869085975,tri_delay,2019-11-08
64,94,43,2,26220066.0,26220065.0,1.0,0.1329140551479333,tri_delay,2019-11-08
65,31,51,4,26220068.0,26220056.0,12.0,0.01699039693080173,tri_delay,2019-11-08
66,18,80,4,26220070.0,26220038.0,32.0,0.010576915981081896,tri_delay,2019-11-08
67,11,2,6,26220071.0,26220038.0,33.0,0.008007107191776924,ini_delay,2019-11-08
68,91,103,3,26220074.0,26220066.0,8.0,0.07129037773106911,tri_delay,2019-11-08
69,20,61,6,26220074.0,26220072.0,2.0,0.037659533868431704,tri_delay,2019-11-08
70,58,73,3,26220076.0,26220063.0,13.0,0.033113418046654526,tri_delay,2019-11-08
71,97,8,2,26220077.0,26220076.0,1.0,0.27976832986911804,tri_delay,2019-11-08
72,34,52,5,26220077.0,26220039.0,38.0,0.017663762902570587,tri_delay,2019-11-08
73,61,50,3,26220077.0,26220055.0,22.0,0.01703878590688107,tri_delay,2019-11-08
74,15,3,6,26220078.0,26220003.0,75.0,0.00455553966059914,ini_delay,2019-11-08
75,70,25,3,26220079.0,26220054.0,25.0,0.05107290912392637,tri_delay,2019-11-08
76,77,95,3,26220079.0,26220052.0,27.0,0.029082977727347248,tri_delay,2019-11-08
77,53,46,5,26220080.0,26220067.0,13.0,0.1013468681111941,tri_delay,2019-11-08
78,50,72,4,26220081.0,26220063.0,18.0,0.030576818127206726,tri_delay,2019-11-08
79,74,2,3,26220082.0,26220054.0,28.0,0.03985706292795598,tri_delay,2019-11-08
80,79,82,3,26220084.0,26220076.0,8.0,0.0040218237963977,ini_delay,2019-11-08
81,95,98,2,26220085.0,26220061.0,24.0,0.008416410296550821,ini_delay,2019-11-08
82,54,51,5,26220086.0,26220085.0,1.0,0.008375449040989589,ini_delay,2019-11-08
83,96,32,2,26220086.0,26220071.0,15.0,0.03832293176631723,tri_delay,2019-11-08
84,18,57,5,26220088.0,26220073.0,15.0,0.03975429563595525,tri_delay,2019-11-08
85,81,105,3,26220089.0,26220073.0,16.0,0.007490914257512605,ini_delay,2019-11-08
86,91,34,4,26220089.0,26220082.0,7.0,0.10667711627008401,tri_delay,2019-11-08
87,77,57,4,26220091.0,26220082.0,9.0,0.04133940864759014,tri_delay,2019-11-08
88,12,63,5,26220092.0,26220062.0,30.0,0.004542906450548693,ini_delay,2019-11-08
89,103,60,2,26220093.0,26220089.0,4.0,0.16223221182406813,tri_delay,2019-11-08
90,23,3,6,26220094.0,26220012.0,82.0,0.018851450669919452,tri_delay,2019-11-08
91,99,106,2,26220095.0,26220078.0,17.0,0.04150093577657747,tri_delay,2019-11-08
92,48,92,5,26220097.0,26220080.0,17.0,0.006111321261328554,ini_delay,2019-11-08
93,87,93,3,26220100.0,26220079.0,21.0,0.05151335302556054,tri_delay,2019-11-08
94,67,6,2,26220101.0,26220038.0,63.0,0.002925891127212055,ini_delay,2019-11-08
95,70,53,4,26220101.0,26220089.0,12.0,0.08263073923993898,tri_delay,2019-11-08
96,57,1,7,26220102.0,26220082.0,20.0,0.01791598209963744,tri_delay,2019-11-08
97,28,51,6,26220103.0,26220101.0,2.0,0.050187640377520215,tri_delay,2019-11-08
98,108,28,2,26220104.0,26220100.0,4.0,0.08791318934826028,tri_delay,2019-11-08
99,99,95,3,26220106.0,26220097.0,9.0,0.03894294912812129,tri_delay,2019-11-08
100,106,36,2,26220106.0,26220105.0,1.0,0.05129155950236455,tri_delay,2019-11-08
101,9,40,6,26220106.0,26220098.0,8.0,0.008057153343143341,tri_delay,2019-11-08
102,79,75,4,26220106.0,26220089.0,17.0,0.025387616747433714,tri_delay,2019-11-08
103,91,105,5,26220107.0,26220104.0,3.0,0.004880398770346893,ini_delay,2019-11-08
104,85,80,2,26220108.0,26220105.0,3.0,0.062108109137313246,tri_delay,2019-11-08
105,30,72,3,26220109.0,26220037.0,72.0,0.004269929220534416,ini_delay,2019-11-08
106,56,9,4,26220109.0,26220069.0,40.0,0.007414319378081784,ini_delay,2019-11-08
107,21,9,6,26220110.0,26220102.0,8.0,0.09121708000497625,tri_delay,2019-11-08
108,112,32,2,26220110.0,26220102.0,8.0,0.078768048244124,tri_delay,2019-11-08
109,33,71,7,26220110.0,26220107.0,3.0,0.005507541558652882,ini_delay,2019-11-08
110,88,60,4,26220111.0,26220094.0,17.0,0.030438582629554442,tri_delay,2019-11-08
111,75,34,5,26220111.0,26220109.0,2.0,0.030833228171623532,tri_delay,2019-11-08
112,68,53,2,26220115.0,26220060.0,55.0,0.00538060593606328,ini_delay,2019-11-08
113,27,93,6,26220116.0,26220115.0,1.0,0.06205559899543821,tri_delay,2019-11-08
114,81,68,4,26220117.0,26220102.0,15.0,0.04206049730403396,tri_delay,2019-11-08
115,94,25,4,26220118.0,26220101.0,17.0,0.008735430520111264,ini_delay,2019-11-08
116,119,43,2,26220119.0,26220117.0,2.0,0.002440824266103864,ini_delay,2019-11-08
117,96,31,3,26220119.0,26220115.0,4.0,0.10212744232927132,tri_delay,2019-11-08
118,66,11,4,26220120.0,26220115.0,5.0,0.004474208660159035,ini_delay,2019-11-08
119,8,37,4,26220121.0,26220050.0,71.0,0.008190362434336018,ini_delay,2019-11-08
120,101,38,2,26220121.0,26220073.0,48.0,0.07442758669965993,tri_delay,2019-11-08
121,104,53,2,26220121.0,26220120.0,1.0,0.24596264426549097,tri_delay,2019-11-08
122,81,86,5,26220124.0,26220120.0,4.0,0.0545432898621077,tri_delay,2019-11-08
123,82,52,3,26220124.0,26220116.0,8.0,0.07090487996108323,tri_delay,2019-11-08
124,108,81,3,26220124.0,26220116.0,8.0,0.005064919731053145,ini_delay,2019-11-08
125,32,26,6,26220125.0,26220117.0,8.0,0.004127309868635641,ini_delay,2019-11-08
126,100,1,2,26220126.0,26220102.0,24.0,0.09606319829051589,tri_delay,2019-11-08
127,49,66,6,26220127.0,26220104.0,23.0,0.028327218289852928,tri_delay,2019-11-08
128,7,26,8,26220129.0,26220086.0,43.0,0.008037847720817058,ini_delay,2019-11-08
129,43,22,7,26220132.0,26220099.0,33.0,0.040070072254445734,tri_delay,2019-11-08
130,92,80,4,26220133.0,26220130.0,3.0,0.06861572132317444,tri_delay,2019-11-08
131,107,94,3,26220134.0,26220122.0,12.0,0.021565245745673,tri_delay,2019-11-08
132,114,58,2,26220134.0,26220129.0,5.0,0.0721059348858784,tri_delay,2019-11-08
133,84,73,4,26220134.0,26220131.0,3.0,0.009598596063747262,ini_delay,2019-11-08
134,93,52,3,26220136.0,26220134.0,2.0,0.19080556270710328,tri_delay,2019-11-08
135,34,32,8,26220137.0,26220130.0,7.0,0.0254813216266185,tri_delay,2019-11-08
136,123,55,2,26220139.0,26220125.0,14.0,0.06129263720389905,tri_delay,2019-11-08
137,116,92,2,26220140.0,26220126.0,14.0,0.009628191019204292,ini_delay,2019-11-08
138,59,34,2,26220140.0,26220018.0,122.0,0.003370688942982329,ini_delay,2019-11-08
139,10,26,6,26220140.0,26220091.0,49.0,0.0060067260171767075,ini_delay,2019-11-08
140,71,52,3,26220141.0,26220106.0,35.0,0.0030762919970503855,ini_delay,2019-11-08
141,115,74,3,26220141.0,26220131.0,10.0,0.02800100886702117,tri_delay,2019-11-08
142,43,101,8,26220142.0,26220133.0,9.0,0.06433316837038842,tri_delay,2019-11-08
143,120,8,2,26220142.0,26220134.0,8.0,0.1852596313474711,tri_delay,2019-11-08
144,52,2,2,26220142.0,26220009.0,133.0,0.007355141915206434,ini_delay,2019-11-08
145,112,6,3,26220142.0,26220128.0,14.0,0.09742012133356787,tri_delay,2019-11-08
146,78,80,3,26220143.0,26220113.0,30.0,0.009420164501319168,ini_delay,2019-11-08
147,64,53,4,26220146.0,26220078.0,68.0,0.05761933068250685,tri_delay,2019-11-08
148,118,51,2,26220147.0,26220143.0,4.0,0.08224990141837672,tri_delay,2019-11-08
149,110,95,3,26220149.0,26220135.0,14.0,0.00794930682793507,ini_delay,2019-11-08
150,98,2,2,26220150.0,26220122.0,28.0,0.118765214360373,tri_delay,2019-11-08
151,125,87,2,26220151.0,26220143.0,8.0,0.008737754708919512,ini_delay,2019-11-08
152,9,99,7,26220152.0,26220132.0,20.0,0.005300983836421435,ini_delay,2019-11-08
153,124,79,2,26220152.0,26220129.0,23.0,0.11385591696667828,tri_delay,2019-11-08
154,121,58,2,26220153.0,26220150.0,3.0,0.004387210664812791,ini_delay,2019-11-08
155,116,82,3,26220156.0,26220152.0,4.0,0.0920630247964816,tri_delay,2019-11-08
156,82,62,4,26220156.0,26220151.0,5.0,0.03338399765757172,tri_delay,2019-11-08
157,46,26,8,26220157.0,26220147.0,10.0,0.013375491094319398,tri_delay,2019-11-08
158,113,50,2,26220158.0,26220119.0,39.0,0.006620384864546115,ini_delay,2019-11-08
159,111,50,2,26220159.0,26220115.0,44.0,0.0021453746739529015,ini_delay,2019-11-08
160,64,26,5,26220161.0,26220157.0,4.0,0.08507236401606025,tri_delay,2019-11-08
161,69,91,6,26220161.0,26220138.0,23.0,0.007784567403287526,ini_delay,2019-11-08
162,14,0,6,26220162.0,26220032.0,130.0,0.009174443171150602,ini_delay,2019-11-08
163,106,107,4,26220167.0,26220165.0,2.0,0.036066487976712434,tri_delay,2019-11-08
164,130,43,2,26220167.0,26220148.0,19.0,0.009129337322849776,ini_delay,2019-11-08
165,133,32,2,26220170.0,26220161.0,9.0,0.11338655793513035,tri_delay,2019-11-08
166,44,6,3,26220170.0,26220023.0,147.0,0.005040167684083414,ini_delay,2019-11-08
167,124,25,3,26220171.0,26220162.0,9.0,0.10980767090778613,tri_delay,2019-11-08
168,123,1,4,26220171.0,26220170.0,1.0,0.007164925216626714,ini_delay,2019-11-08
169,111,27,3,26220171.0,26220161.0,10.0,0.0892010098946043,tri_delay,2019-11-08
170,22,21,8,26220172.0,26220161.0,11.0,0.00611092296569972,ini_delay,2019-11-08
171,96,52,4,26220172.0,26220163.0,9.0,0.005748047294263472,ini_delay,2019-11-08
172,117,52,3,26220173.0,26220168.0,5.0,0.2265188503045028,tri_delay,2019-11-08
173,32,54,7,26220174.0,26220161.0,13.0,0.017144611938932144,tri_delay,2019-11-08
174,130,25,3,26220175.0,26220173.0,2.0,0.06972976916121032,tri_delay,2019-11-08
175,78,57,4,26220177.0,26220150.0,27.0,0.07009593111047507,tri_delay,2019-11-08
176,83,83,6,26220178.0,26220152.0,26.0,0.004172755263333619,ini_delay,2019-11-08
177,114,118,3,26220179.0,26220163.0,16.0,0.0357538257300268,tri_delay,2019-11-08
178,40,99,7,26220181.0,26220169.0,12.0,0.0025794880316007554,ini_delay,2019-11-08
179,134,76,2,26220183.0,26220174.0,9.0,0.03129372901417288,tri_delay,2019-11-08
180,35,6,5,26220184.0,26220053.0,131.0,0.005144100692776391,ini_delay,2019-11-08
181,122,29,2,26220184.0,26220147.0,37.0,0.004907398772248269,ini_delay,2019-11-08
182,27,8,7,26220185.0,26220164.0,21.0,0.004908263388795644,ini_delay,2019-11-08
183,87,28,6,26220185.0,26220183.0,2.0,0.007470274491917701,ini_delay,2019-11-08
184,106,80,5,26220186.0,26220179.0,7.0,0.00458777138089588,ini_delay,2019-11-08
185,56,73,6,26220187.0,26220144.0,43.0,0.007414319378081784,ini_delay,2019-11-08
186,138,43,2,26220188.0,26220184.0,4.0,0.007454036560580463,ini_delay,2019-11-08
187,37,3,9,26220190.0,26220113.0,77.0,0.004338974824301114,ini_delay,2019-11-08
188,124,47,4,26220190.0,26220182.0,8.0,0.007876493605131062,ini_delay,2019-11-08
189,11,0,10,26220192.0,26220133.0,59.0,0.008007107191776924,ini_delay,2019-11-08
190,75,8,6,26220192.0,26220149.0,43.0,0.008522759331904384,ini_delay,2019-11-08
191,102,52,2,26220192.0,26220142.0,50.0,0.006513553162495435,ini_delay,2019-11-08
192,97,2,5,26220194.0,26220183.0,11.0,0.007106091348285009,ini_delay,2019-11-08
193,110,9,5,26220195.0,26220178.0,17.0,0.00794930682793507,ini_delay,2019-11-08
194,77,80,5,26220195.0,26220117.0,78.0,0.0022091962666953725,ini_delay,2019-11-08
195,47,80,4,26220195.0,26220060.0,135.0,0.007949746921175338,ini_delay,2019-11-08
196,109,61,3,26220196.0,26220188.0,8.0,0.11481771119167698,tri_delay,2019-11-08
197,39,6,3,26220197.0,26220008.0,189.0,0.008765869102600882,ini_delay,2019-11-08
198,105,61,3,26220198.0,26220187.0,11.0,0.007471394532552822,ini_delay,2019-11-08
199,50,7,8,26220202.0,26220184.0,18.0,0.005079567036324125,ini_delay,2019-11-08
200,85,36,3,26220202.0,26220166.0,36.0,0.003947870054904238,ini_delay,2019-11-08
201,135,51,2,26220204.0,26220202.0,2.0,0.07538088923962136,tri_delay,2019-11-08
202,132,5,3,26220204.0,26220183.0,21.0,0.0282293193071589,tri_delay,2019-11-08
203,36,36,2,26220208.0,26219993.0,215.0,0.002779661076499461,ini_delay,2019-11-08
204,127,52,2,26220209.0,26220202.0,7.0,0.10490654928807985,tri_delay,2019-11-08
205,137,20,2,26220212.0,26220188.0,24.0,0.013987490077290755,tri_delay,2019-11-08
206,107,49,4,26220212.0,26220187.0,25.0,0.006898865206919112,ini_delay,2019-11-08
207,69,22,7,26220212.0,26220188.0,24.0,0.007784567403287526,ini_delay,2019-11-08
208,85,10,4,26220213.0,26220206.0,7.0,0.003947870054904238,ini_delay,2019-11-08
209,136,94,3,26220214.0,26220211.0,3.0,0.032275769708119004,tri_delay,2019-11-08
210,27,44,9,26220218.0,26220215.0,3.0,0.04229585113014521,tri_delay,2019-11-08
211,91,111,8,26220218.0,26220208.0,10.0,0.004880398770346893,ini_delay,2019-11-08
212,107,10,5,26220220.0,26220219.0,1.0,0.006898865206919112,ini_delay,2019-11-08
213,145,50,2,26220220.0,26220219.0,1.0,0.0630512927871425,tri_delay,2019-11-08
214,138,13,3,26220221.0,26220196.0,25.0,0.007454036560580463,ini_delay,2019-11-08
215,131,82,3,26220221.0,26220189.0,32.0,0.0040072589979816275,ini_delay,2019-11-08
216,115,20,7,26220222.0,26220216.0,6.0,0.00190004687871481,ini_delay,2019-11-08
217,117,62,4,26220223.0,26220203.0,20.0,0.00437309121085308,ini_delay,2019-11-08
218,144,10,2,26220223.0,26220210.0,13.0,0.03742611393276025,tri_delay,2019-11-08
219,73,39,2,26220223.0,26220029.0,194.0,0.007789025769260461,ini_delay,2019-11-08
220,139,27,2,26220225.0,26220214.0,11.0,0.1620501795880938,tri_delay,2019-11-08
221,129,52,3,26220225.0,26220224.0,1.0,0.11439115627036248,tri_delay,2019-11-08
222,147,9,2,26220225.0,26220221.0,4.0,0.15151238479364676,tri_delay,2019-11-08
223,148,50,2,26220225.0,26220224.0,1.0,0.19901192523895694,tri_delay,2019-11-08
224,142,1,3,26220226.0,26220221.0,5.0,0.07764622153983425,tri_delay,2019-11-08
225,83,26,7,26220226.0,26220198.0,28.0,0.004172755263333619,ini_delay,2019-11-08
226,125,96,5,26220227.0,26220226.0,1.0,0.008737754708919512,ini_delay,2019-11-08
227,34,6,9,26220230.0,26220153.0,77.0,0.0030951974079089727,ini_delay,2019-11-08
228,62,71,6,26220231.0,26220134.0,97.0,0.005157891626052897,ini_delay,2019-11-08
229,136,82,4,26220233.0,26220225.0,8.0,0.06956967431553006,tri_delay,2019-11-08
230,113,52,4,26220233.0,26220213.0,20.0,0.006620384864546115,ini_delay,2019-11-08
231,121,9,4,26220239.0,26220204.0,35.0,0.004387210664812791,ini_delay,2019-11-08
232,114,91,5,26220240.0,26220220.0,20.0,0.006338928012224339,ini_delay,2019-11-08
233,10,31,8,26220240.0,26220212.0,28.0,0.036989950533985815,tri_delay,2019-11-08
234,103,72,3,26220241.0,26220146.0,95.0,0.005801087701753292,ini_delay,2019-11-08
235,149,51,2,26220244.0,26220243.0,1.0,0.11375871415777934,tri_delay,2019-11-08
236,97,5,6,26220248.0,26220226.0,22.0,0.007106091348285009,ini_delay,2019-11-08
237,30,48,8,26220248.0,26220228.0,20.0,0.016387274844534745,tri_delay,2019-11-08
238,131,49,4,26220249.0,26220237.0,12.0,0.025917774600252293,tri_delay,2019-11-08
239,50,1,9,26220249.0,26220230.0,19.0,0.005079567036324125,ini_delay,2019-11-08
240,105,73,4,26220250.0,26220222.0,28.0,0.007471394532552822,ini_delay,2019-11-08
241,143,53,2,26220252.0,26220248.0,4.0,0.09434411705740126,tri_delay,2019-11-08
242,141,73,3,26220254.0,26220252.0,2.0,0.0701889154643058,tri_delay,2019-11-08
243,83,62,8,26220254.0,26220237.0,17.0,0.07261011077085056,tri_delay,2019-11-08
244,92,10,9,26220254.0,26220253.0,1.0,0.0048017440305772275,ini_delay,2019-11-08
245,126,53,2,26220255.0,26220179.0,76.0,0.0053861656496464825,ini_delay,2019-11-08
246,64,52,6,26220256.0,26220224.0,32.0,0.003858772550092537,ini_delay,2019-11-08
247,103,7,4,26220258.0,26220247.0,11.0,0.03790171324925995,tri_delay,2019-11-08
248,31,12,6,26220260.0,26220121.0,139.0,0.0013864721964533732,ini_delay,2019-11-08
249,54,12,6,26220260.0,26220143.0,117.0,0.008375449040989589,ini_delay,2019-11-08
250,89,10,3,26220261.0,26220070.0,191.0,0.007307300745152616,ini_delay,2019-11-08
251,68,52,3,26220262.0,26220179.0,83.0,0.00538060593606328,ini_delay,2019-11-08
252,78,9,5,26220263.0,26220206.0,57.0,0.009420164501319168,ini_delay,2019-11-08
253,128,9,2,26220264.0,26220257.0,7.0,0.14543405157206782,tri_delay,2019-11-08
254,115,0,9,26220265.0,26220254.0,11.0,0.03311755178217736,tri_delay,2019-11-08
255,20,12,9,26220269.0,26220201.0,68.0,0.0031924015160666426,ini_delay,2019-11-08
256,131,10,5,26220270.0,26220269.0,1.0,0.05443229982146211,tri_delay,2019-11-08
257,72,6,6,26220270.0,26220138.0,132.0,0.006621356153662903,ini_delay,2019-11-08
258,140,8,2,26220271.0,26220268.0,3.0,0.1539065507725445,tri_delay,2019-11-08
259,70,52,7,26220272.0,26220251.0,21.0,0.002264138766605082,ini_delay,2019-11-08
260,68,6,4,26220274.0,26220264.0,10.0,0.08690384476137449,tri_delay,2019-11-08
261,32,31,9,26220278.0,26220256.0,22.0,0.004127309868635641,ini_delay,2019-11-08
262,145,27,3,26220279.0,26220265.0,14.0,0.005764696670474019,ini_delay,2019-11-08
263,104,52,3,26220280.0,26220239.0,41.0,0.0075395044654838145,ini_delay,2019-11-08
264,105,41,5,26220281.0,26220270.0,11.0,0.04125224586731593,tri_delay,2019-11-08
265,51,0,5,26220281.0,26220063.0,218.0,0.004177480402007848,ini_delay,2019-11-08
266,50,24,10,26220283.0,26220258.0,25.0,0.020614381894621465,tri_delay,2019-11-08
267,137,2,3,26220284.0,26220238.0,46.0,0.009005247895819975,ini_delay,2019-11-08
268,123,123,7,26220289.0,26220262.0,27.0,0.007164925216626714,ini_delay,2019-11-08
269,102,53,3,26220289.0,26220264.0,25.0,0.006513553162495435,ini_delay,2019-11-08
270,43,60,11,26220290.0,26220257.0,33.0,0.007492758704476456,ini_delay,2019-11-08
271,70,27,8,26220291.0,26220278.0,13.0,0.0833102285373598,tri_delay,2019-11-08
272,76,2,9,26220295.0,26220256.0,39.0,0.005358412551111323,ini_delay,2019-11-08
273,95,10,4,26220297.0,26220129.0,168.0,0.008416410296550821,ini_delay,2019-11-08
274,145,52,4,26220299.0,26220291.0,8.0,0.11129448259631583,tri_delay,2019-11-08
275,126,52,3,26220300.0,26220299.0,1.0,0.0053861656496464825,ini_delay,2019-11-08
276,43,9,12,26220303.0,26220291.0,12.0,0.13165525494191843,tri_delay,2019-11-08
277,124,65,6,26220304.0,26220230.0,74.0,0.007876493605131062,ini_delay,2019-11-08
278,134,100,6,26220306.0,26220298.0,8.0,0.006567085266557861,ini_delay,2019-11-08
279,13,72,11,26220310.0,26220166.0,144.0,0.00813382803271719,ini_delay,2019-11-08
280,43,45,13,26220312.0,26220309.0,3.0,0.07172723411152189,tri_delay,2019-11-08
281,116,10,6,26220315.0,26220240.0,75.0,0.009628191019204292,ini_delay,2019-11-08
282,109,81,6,26220315.0,26220294.0,21.0,0.006196210145423746,ini_delay,2019-11-08
283,7,6,11,26220317.0,26220269.0,48.0,0.008037847720817058,ini_delay,2019-11-08
284,30,3,9,26220318.0,26220254.0,64.0,0.004269929220534416,ini_delay,2019-11-08
285,134,101,7,26220320.0,26220317.0,3.0,0.06839902426898155,tri_delay,2019-11-08
286,63,3,6,26220321.0,26220312.0,9.0,0.0063916216867654215,ini_delay,2019-11-08
287,88,10,8,26220325.0,26220317.0,8.0,0.007371051369493099,ini_delay,2019-11-08
288,64,50,7,26220328.0,26220289.0,39.0,0.003858772550092537,ini_delay,2019-11-08
289,146,37,3,26220330.0,26220301.0,29.0,0.021453952758911092,tri_delay,2019-11-08
290,46,6,12,26220333.0,26220323.0,10.0,0.008428322535986254,ini_delay,2019-11-08
291,64,6,8,26220334.0,26220333.0,1.0,0.03893870755701841,tri_delay,2019-11-08
292,131,36,6,26220335.0,26220313.0,22.0,0.0040072589979816275,ini_delay,2019-11-08
293,118,21,7,26220337.0,26220303.0,34.0,0.006894432840306346,ini_delay,2019-11-08
294,94,27,9,26220345.0,26220333.0,12.0,0.008735430520111264,ini_delay,2019-11-08
295,114,1,8,26220347.0,26220346.0,1.0,0.006338928012224339,ini_delay,2019-11-08
296,131,98,7,26220353.0,26220340.0,13.0,0.054454827802856626,tri_delay,2019-11-08
297,92,94,11,26220357.0,26220353.0,4.0,0.02758457400236501,tri_delay,2019-11-08
298,117,13,6,26220363.0,26220360.0,3.0,0.00437309121085308,ini_delay,2019-11-08
299,147,51,5,26220363.0,26220330.0,33.0,0.0086684930365697,ini_delay,2019-11-08
300,55,20,10,26220364.0,26220352.0,12.0,0.007848410465385404,ini_delay,2019-11-08
301,118,11,8,26220369.0,26220355.0,14.0,0.03847894945889464,tri_delay,2019-11-08
